source,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,subclass,superorder,order,suborder,infraorder,parvorder,nanorder,superfamily,family,subfamily,tribe,subtribe,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,canonical,,
,,,,,,,,,Ixodes tapirus Kohls,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Ixodes,tapirus,,,,Kohls,,,,,,Ixodes tapirus,,
,,,,,,,,,Ixodes tasmani Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Endopalpiger,tasmani,,,,Neumann,,,,,,Ixodes tasmani,,
,,,,,,,,,Ixodes texanus Banks,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Pholeoixodes,texanus,,,,Banks,,,,,,Ixodes texanus,,
,,,,,,,,,Ixodes theilerae Arthur,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Ixodes,theilerae,,,,Arthur,,,,,,Ixodes theilerae,,
,,,,,,,,,"Ixodes thomasae Arthur & Burrow, 1957",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Afrixodes,thomasae,,,,"Arthur & Burrow, 1957",,,,,,Ixodes thomasae,,
,,,,,,,,,Ixodes tiptoni Kohls & Clifford,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Ixodes,tiptoni,,,,Kohls & Clifford,,,,,,Ixodes tiptoni,,
,,,,,,,,,"Ixodes tovari Cooley, 1945",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Ixodes,tovari,,,,"Cooley, 1945",,,,,,Ixodes tovari,,
,,,,,,,,,Ixodes transcaucasicus Schulze,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Ixodes,transcaucasicus,,,,Schulze,,,,,,Ixodes transcaucasicus,,
,,,,,,,,,Ixodes transvaalensis Clifford & Hoogstraal,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Afrixodes,transvaalensis,,,,Clifford & Hoogstraal,,,,,,Ixodes transvaalensis,,
,,,,,,,,,Ixodes trianguliceps Birula,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Exopalpiger,trianguliceps,,,,Birula,,,,,,Ixodes trianguliceps,,
,,,,,,,,,Ixodes trichosuri Roberts,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Sterlixodes,trichosuri,,,,Roberts,,,,,,Ixodes trichosuri,,
,,,,,,,,,Ixodes tropicalis Kohls,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Ixodes,tropicalis,,,,Kohls,,,,,,Ixodes tropicalis,,
,,,,,,,,,Ixodes turdus Katsuji,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Ixodes,turdus,,,,Katsuji,,,,,,Ixodes turdus,,
,,,,,,,,,Ixodes ugandanus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Afrixodes,ugandanus,,,,Neumann,,,,,,Ixodes ugandanus,,
,,,,,,,,,Ixodes unicavatus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Scaphixodes,unicavatus,,,,Neumann,,,,,,Ixodes unicavatus,,
,,,,,,,,,Ixodes uriae White,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Ceratixodes,uriae,,,,White,,,,,,Ixodes uriae,,
,,,,,,,,,Ixodes uruguayensis Kohls & Clifford,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Haemixodes,uruguayensis,,,,Kohls & Clifford,,,,,,Ixodes uruguayensis,,
,,,,,,,,,Ixodes vanidicus Schulze,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Afrixodes,vanidicus,,,,Schulze,,,,,,Ixodes vanidicus,,
,,,,,,,,,"Ixodes venezuelensis Kohls, 1953",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Ixodes,venezuelensis,,,,"Kohls, 1953",,,,,,Ixodes venezuelensis,,
,,,,,,,,,Ixodes ventalloi Gil & Collado,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Ixodes,ventalloi,,,,Gil & Collado,,,,,,Ixodes ventalloi,,
,,,,,,,,,Ixodes vespertilionis Koch,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Eschatocephalus,vespertilionis,,,,Koch,,,,,,Ixodes vespertilionis,,
,,,,,,,,,Ixodes vestitus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,,vestitus,,,,Neumann,,,,,,Ixodes vestitus,,
,,,,,,,,,Ixodes victoriensis Nuttall,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,,victoriensis,,,,Nuttall,,,,,,Ixodes victoriensis,,
,,,,,,,,,"Ixodes walkerae Clifford, Kohls & Hoogstraal, 1968",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Afrixodes,walkerae,,,,"Clifford, Kohls & Hoogstraal, 1968",,,,,,Ixodes walkerae,,
,,,,,,,,,Ixodes werneri Kohls,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Ixodes,werneri,,,,Kohls,,,,,,Ixodes werneri,,
,,,,,,,,,Ixodes woodi Bishopp,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Pholeoixodes,woodi,,,,Bishopp,,,,,,Ixodes woodi,,
,,,,,,,,,Ixodes zaglossi Kohls,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Ixodes,Endopalpiger,zaglossi,,,,Kohls,,,,,,Ixodes zaglossi,,
,,,,,,,,,Boophilus annulatus (Say),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Boophilus,,annulatus,,,,(Say),,,,,,Boophilus annulatus,,
,,,,,,,,,Boophilus calcaratus hispanicus Minning,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Boophilus,,calcaratus,hispanicus,,,Minning,,,,,,Boophilus calcaratus hispanicus,,
,,,,,,,,,Boophilus calcaratus Birula,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Boophilus,,calcaratus,,,,Birula,,,,,,Boophilus calcaratus,,
,,,,,,,,,Boophilus decoloratus (Koch),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Boophilus,,decoloratus,,,,(Koch),,,,,,Boophilus decoloratus,,
,,,,,,,,,Boophilus florae ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Boophilus,,florae,,,,,,,,,,Boophilus florae,,
,,,,,,,,,Boophilus geigyi Aeschlimann & Morel,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Boophilus,,geigyi,,,,Aeschlimann & Morel,,,,,,Boophilus geigyi,,
,,,,,,,,,"Boophilus intraoculatus Minning, 1936",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Boophilus,,intraoculatus,,,,"Minning, 1936",,,,,,Boophilus intraoculatus,,
,,,,,,,,,Boophilus kohlsi Hoogstraal & Kaiser,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Boophilus,,kohlsi,,,,Hoogstraal & Kaiser,,,,,,Boophilus kohlsi,,
,,,,,,,,,Boophilus longiscutatus Minning,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Boophilus,,longiscutatus,,,,Minning,,,,,,Boophilus longiscutatus,,
,,,,,,,,,Boophilus microplus (Canestrini),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Boophilus,,microplus,,,,(Canestrini),,,,,,Boophilus microplus,,
,,,,,,,,,"Boophilus occidentalis Minning, 1936",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Boophilus,Uroboophilus,occidentalis,,,,"Minning, 1936",,,,,,Boophilus occidentalis,,
,,,,,,,,,Boophilus schulzei Minning,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Boophilus,,schulzei,,,,Minning,,,,,,Boophilus schulzei,,
,,,,,,,,,Rhipicephalus appendiculatus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,appendiculatus,,,,Neumann,,,,,,Rhipicephalus appendiculatus,,
,,,,,,,,,Rhipicephalus armatus Pocock,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,armatus,,,,Pocock,,,,,,Rhipicephalus armatus,,
,,,,,,,,,Rhipicephalus arnoldi Theiler & Zumpt,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,arnoldi,,,,Theiler & Zumpt,,,,,,Rhipicephalus arnoldi,,
,,,,,,,,,Rhipicephalus bequaerti Zumpt,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,bequaerti,,,,Zumpt,,,,,,Rhipicephalus bequaerti,,
,,,,,,,,,Rhipicephalus bergeoni Morel & Balis,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,bergeoni,,,,Morel & Balis,,,,,,Rhipicephalus bergeoni,,
,,,,,,,,,Rhipicephalus bocornis ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,bocornis,,,,,,,,,,Rhipicephalus bocornis,,
,,,,,,,,,Rhipicephalus bursa Canestrini & Fanzago,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,bursa,,,,Canestrini & Fanzago,,,,,,Rhipicephalus bursa,,
,,,,,,,,,Rhipicephalus camelopardalis Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,camelopardalis,,,,Neumann,,,,,,Rhipicephalus camelopardalis,,
,,,,,,,,,"Rhipicephalus camicasi Morel, Mouchet & Rodhain",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,camicasi,,,,"Morel, Mouchet & Rodhain",,,,,,Rhipicephalus camicasi,,
,,,,,,,,,Rhipicephalus camicasi camicasi ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,camicasi,camicasi,,,,,,,,,Rhipicephalus camicasi camicasi,,
,,,,,,,,,Rhipicephalus capensis capensis Koch,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,capensis,capensis,,,Koch,,,,,,Rhipicephalus capensis capensis,,
,,,,,,,,,Rhipicephalus capensis Koch,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,capensis,,,,Koch,,,,,,Rhipicephalus capensis,,
,,,,,,,,,Rhipicephalus carnivoralis Walker,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,carnivoralis,,,,Walker,,,,,,Rhipicephalus carnivoralis,,
,,,,,,,,,Rhipicephalus cliffordi Morel,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,cliffordi,,,,Morel,,,,,,Rhipicephalus cliffordi,,
,,,,,,,,,Rhipicephalus complatus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,complatus,,,,Neumann,,,,,,Rhipicephalus complatus,,
,,,,,,,,,Rhipicephalus compositus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,compositus,,,,Neumann,,,,,,Rhipicephalus compositus,,
,,,,,,,,,"Rhipicephalus congolensis Apanaskevich, Horak & Mulumba-Mfumu, 2013",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,congolensis,,,,"Apanaskevich, Horak & Mulumba-Mfumu, 2013",,,,,,Rhipicephalus congolensis,,
,,,,,,,,,Rhipicephalus cuspidatus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,cuspidatus,,,,Neumann,,,,,,Rhipicephalus cuspidatus,,
,,,,,,,,,Rhipicephalus decoloratus ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,Boophilus,decoloratus,,,,,,,,,,Rhipicephalus decoloratus,,
,,,,,,,,,Rhipicephalus deltoideus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,deltoideus,,,,Neumann,,,,,,Rhipicephalus deltoideus,,
,,,,,,,,,Rhipicephalus distinctus Bedford,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,distinctus,,,,Bedford,,,,,,Rhipicephalus distinctus,,
,,,,,,,,,Rhipicephalus dromedarii Koch,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,dromedarii,,,,Koch,,,,,,Rhipicephalus dromedarii,,
,,,,,,,,,Rhipicephalus duttoni Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,duttoni,,,,Neumann,,,,,,Rhipicephalus duttoni,,
,,,,,,,,,Rhipicephalus evertsi evertsi Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,evertsi,evertsi,,,Neumann,,,,,,Rhipicephalus evertsi evertsi,,
,,,,,,,,,Rhipicephalus evertsi mimeticus Doenitz,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,evertsi,mimeticus,,,Doenitz,,,,,,Rhipicephalus evertsi mimeticus,,
,,,,,,,,,Rhipicephalus evertsi Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,evertsi,,,,Neumann,,,,,,Rhipicephalus evertsi,,
,,,,,,,,,"Rhipicephalus exophthalmos Keirans and Walker, 1993",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,exophthalmos,,,,"Keirans and Walker, 1993",,,,,,Rhipicephalus exophthalmos,,
,,,,,,,,,Rhipicephalus falcatus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,falcatus,,,,Neumann,,,,,,Rhipicephalus falcatus,,
,,,,,,,,,Rhipicephalus follis Donitz,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,follis,,,,Donitz,,,,,,Rhipicephalus follis,,
,,,,,,,,,Rhipicephalus fulvus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,fulvus,,,,Neumann,,,,,,Rhipicephalus fulvus,,
,,,,,,,,,Rhipicephalus gertrudae Feldman-Muhsam,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,gertrudae,,,,Feldman-Muhsam,,,,,,Rhipicephalus gertrudae,,
,,,,,,,,,Rhipicephalus glabroscutatum Du & Toit,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,glabroscutatum,,,,Du & Toit,,,,,,Rhipicephalus glabroscutatum,,
,,,,,,,,,Rhipicephalus guilhoni Morel & Vassiliades,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,guilhoni,,,,Morel & Vassiliades,,,,,,Rhipicephalus guilhoni,,
,,,,,,,,,Rhipicephalus haemaphysaloides haemaphysaloides Supino,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,haemaphysaloides,haemaphysaloides,,,Supino,,,,,,Rhipicephalus haemaphysaloides haemaphysaloides,,
,,,,,,,,,Rhipicephalus haemaphysaloides pilans Schulze,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,haemaphysaloides,pilans,,,Schulze,,,,,,Rhipicephalus haemaphysaloides pilans,,
,,,,,,,,,Rhipicephalus haemaphysaloides Supino,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,haemaphysaloides,,,,Supino,,,,,,Rhipicephalus haemaphysaloides,,
,,,,,,,,,Rhipicephalus humeralis Tonelli-Rondelli,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,humeralis,,,,Tonelli-Rondelli,,,,,,Rhipicephalus humeralis,,
,,,,,,,,,Rhipicephalus hurti Wilson,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,hurti,,,,Wilson,,,,,,Rhipicephalus hurti,,
,,,,,,,,,"Rhipicephalus interventus Walker, Pegram & Keirans, 1995",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,interventus,,,,"Walker, Pegram & Keirans, 1995",,,,,,Rhipicephalus interventus,,
,,,,,,,,,Rhipicephalus jeanneli Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,jeanneli,,,,Neumann,,,,,,Rhipicephalus jeanneli,,
,,,,,,,,,Rhipicephalus kochi Donitz,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,kochi,,,,Donitz,,,,,,Rhipicephalus kochi,,
,,,,,,,,,Rhipicephalus leporis Pomerantzev,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,leporis,,,,Pomerantzev,,,,,,Rhipicephalus leporis,,
,,,,,,,,,Rhipicephalus longiceps Warburton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,longiceps,,,,Warburton,,,,,,Rhipicephalus longiceps,,
,,,,,,,,,Rhipicephalus longicoxatus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,longicoxatus,,,,Neumann,,,,,,Rhipicephalus longicoxatus,,
,,,,,,,,,Rhipicephalus longus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,longus,,,,Neumann,,,,,,Rhipicephalus longus,,
,,,,,,,,,Rhipicephalus lunulatus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,lunulatus,,,,Neumann,,,,,,Rhipicephalus lunulatus,,
,,,,,,,,,Rhipicephalus maculatus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,maculatus,,,,Neumann,,,,,,Rhipicephalus maculatus,,
,,,,,,,,,Rhipicephalus masseyi Nuttall & Warburton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,masseyi,,,,Nuttall & Warburton,,,,,,Rhipicephalus masseyi,,
,,,,,,,,,"Rhipicephalus microplus (Canestrini, 1888)",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,Boophilus,microplus,,,,"(Canestrini, 1888)",,,,,,Rhipicephalus microplus,,
,,,,,,,,,Rhipicephalus muehlensi Zumpt,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,muehlensi,,,,Zumpt,,,,,,Rhipicephalus muehlensi,,
,,,,,,,,,"Rhipicephalus muhsamae Morel & Vassiliades, 1965",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,muhsamae,,,,"Morel & Vassiliades, 1965",,,,,,Rhipicephalus muhsamae,,
,,,,,,,,,Rhipicephalus neavei Warburton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,neavei,,,,Warburton,,,,,,Rhipicephalus neavei,,
,,,,,,,,,"Rhipicephalus neumanni Walker, 1990",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,neumanni,,,,"Walker, 1990",,,,,,Rhipicephalus neumanni,,
,,,,,,,,,Rhipicephalus nitens Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,nitens,,,,Neumann,,,,,,Rhipicephalus nitens,,
,,,,,,,,,Rhipicephalus nuttali ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,nuttali,,,,,,,,,,Rhipicephalus nuttali,,
,,,,,,,,,Rhipicephalus oculatus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,oculatus,,,,Neumann,,,,,,Rhipicephalus oculatus,,
,,,,,,,,,Rhipicephalus pilans Schulze,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,pilans,,,,Schulze,,,,,,Rhipicephalus pilans,,
,,,,,,,,,Rhipicephalus porcus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,porcus,,,,Neumann,,,,,,Rhipicephalus porcus,,
,,,,,,,,,Rhipicephalus praetextatus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,praetextatus,,,,Neumann,,,,,,Rhipicephalus praetextatus,,
,,,,,,,,,Rhipicephalus pravus Donitz,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,pravus,,,,Donitz,,,,,,Rhipicephalus pravus,,
,,,,,,,,,Rhipicephalus puctatus Bedford,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,puctatus,,,,Bedford,,,,,,Rhipicephalus puctatus,,
,,,,,,,,,Rhipicephalus pulchellus (Gerstaecker),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,pulchellus,,,,(Gerstaecker),,,,,,Rhipicephalus pulchellus,,
,,,,,,,,,Rhipicephalus pumilio Schulze,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,pumilio,,,,Schulze,,,,,,Rhipicephalus pumilio,,
,,,,,,,,,Rhipicephalus punctatus Warburton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,punctatus,,,,Warburton,,,,,,Rhipicephalus punctatus,,
,,,,,,,,,Rhipicephalus pusillus Gil & Collado,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,pusillus,,,,Gil & Collado,,,,,,Rhipicephalus pusillus,,
,,,,,,,,,Rhipicephalus ramachandrai Dhanda,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,ramachandrai,,,,Dhanda,,,,,,Rhipicephalus ramachandrai,,
,,,,,,,,,Rhipicephalus reichenowi Zumpt,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,,,,Rhipicephalus,,reichenowi,,,,Zumpt,,,,,,Rhipicephalus reichenowi,,
