source,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,subclass,superorder,order,suborder,infraorder,parvorder,nanorder,superfamily,family,subfamily,tribe,subtribe,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,canonicalName
ASM,,,,,,,,,Capra sibirica,,Capra,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capra,,sibirica,,species,,,,,,,220,Capra sibirica
ASM,,,,,,,,,Capra walie,,Capra,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capra,,walie,,species,,,,,,,220,Capra walie
ASM,,,,,,,,,Capra,,Bovidae,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capra,,,,genus,,,,,,,180,Capra 
ASM,,,,,,,,,Capricornis crispus,,Capricornis,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capricornis,,crispus,,species,,,,,,,220,Capricornis crispus
ASM,,,,,,,,,Capricornis milneedwardsii,,Capricornis,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capricornis,,milneedwardsii,,species,,,,,,,220,Capricornis milneedwardsii
ASM,,,,,,,,,Capricornis rubidus,,Capricornis,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capricornis,,rubidus,,species,,,,,,,220,Capricornis rubidus
ASM,,,,,,,,,Capricornis sumatraensis,,Capricornis,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capricornis,,sumatraensis,,species,,,,,,,220,Capricornis sumatraensis
ASM,,,,,,,,,Capricornis swinhoei,,Capricornis,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capricornis,,swinhoei,,species,,,,,,,220,Capricornis swinhoei
ASM,,,,,,,,,Capricornis thar,,Capricornis,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capricornis,,thar,,species,,,,,,,220,Capricornis thar
ASM,,,,,,,,,Capricornis,,Bovidae,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Capricornis,,,,genus,,,,,,,180,Capricornis 
ASM,,,,,,,,,Cephalophus adersi,,Cephalophus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Cephalophus,,adersi,,species,,,,,,,220,Cephalophus adersi
ASM,,,,,,,,,Cephalophus callipygus,,Cephalophus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Cephalophus,,callipygus,,species,,,,,,,220,Cephalophus callipygus
ASM,,,,,,,,,Cephalophus dorsalis,,Cephalophus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Cephalophus,,dorsalis,,species,,,,,,,220,Cephalophus dorsalis
ASM,,,,,,,,,Cephalophus harveyi,,Cephalophus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Cephalophus,,harveyi,,species,,,,,,,220,Cephalophus harveyi
ASM,,,,,,,,,Cephalophus jentinki,,Cephalophus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Cephalophus,,jentinki,,species,,,,,,,220,Cephalophus jentinki
ASM,,,,,,,,,Cephalophus leucogaster,,Cephalophus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Cephalophus,,leucogaster,,species,,,,,,,220,Cephalophus leucogaster
ASM,,,,,,,,,Cephalophus natalensis,,Cephalophus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Cephalophus,,natalensis,,species,,,,,,,220,Cephalophus natalensis
ASM,,,,,,,,,Cephalophus niger,,Cephalophus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Cephalophus,,niger,,species,,,,,,,220,Cephalophus niger
ASM,,,,,,,,,Cephalophus nigrifrons,,Cephalophus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Cephalophus,,nigrifrons,,species,,,,,,,220,Cephalophus nigrifrons
ASM,,,,,,,,,Cephalophus ogilbyi,,Cephalophus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Cephalophus,,ogilbyi,,species,,,,,,,220,Cephalophus ogilbyi
ASM,,,,,,,,,Cephalophus rubidus,,Cephalophus,,,,,,Animalia,Chordata,Mammalia,,,Artiodactyla,,,,,,Bovidae,,,,Cephalophus,,rubidus,,species,,,,,,,220,Cephalophus rubidus
